Unnamed: 0,artist_name,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
327793,Wisin & Yandel,Aullando,7BuHdm4lQqcyG3qTwdkxus,69,2018,0.8,0.74,10,-4.52,0,0.0479,0.184,0.0,0.0558,0.775,90.035,226200,4
327794,Julia Michaels,Heaven,1T575AhHueYinKSDflEsGK,67,2018,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,191787,3
327799,Alan Walker,Ignite,1jLsirPDkUS2g4gnkYua58,69,2018,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,210288,4
328647,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,2018,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
328648,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,81,2018,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
328649,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,81,2018,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
328650,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,79,2018,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
328651,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,76,2018,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
328652,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,77,2018,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
328653,XXXTENTACION,infinity (888) - feat. Joey Bada$$,7J2gyNghNTzl4EsLhXp01Q,71,2018,0.562,0.579,10,-6.788,0,0.484,0.274,0.0,0.102,0.577,84.143,176591,4
328654,XXXTENTACION,NUMB,01TnVDiet1DFTsyWKUKovl,72,2018,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4
328655,XXXTENTACION,BAD!,22An65gG31JLf9n18qjdhZ,71,2018,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4
328656,Lil Peep,Life is Beautiful,5rYpwP1dHWGVMrSZbTmt3e,70,2018,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,207587,4
328657,XXXTENTACION,Floor 555,6r7ULK6c5CLVvImjTIztl1,69,2018,0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447,4
328658,6ix9ine,FEFE,1M6SuEJZJkZf2S419vIPkB,69,2018,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.375,125.978,179405,4
328659,Lil Peep,Runaway,1FBi1YWCAxlRmfuUbMINqO,69,2018,0.399,0.591,6,-8.792,0,0.052,0.44,0.0616,0.446,0.175,79.892,192760,3
328660,Lil Peep,16 Lines,6akBF8JWM8lrpqejdwIfYI,68,2018,0.607,0.45,0,-8.507,1,0.0338,0.0663,1.12e-05,0.107,0.121,105.992,244907,4
328661,ilyTOMMY,Princess Bubblegum,2O9KgUsmuon6Gycdmagc6t,67,2018,0.589,0.484,7,-11.613,1,0.0742,0.42,0.0385,0.109,0.0726,139.998,95709,4
328662,6ix9ine,MALA,4epHhc2lvhFYzMlKA23O3G,76,2018,0.72,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.008,206550,4
328663,6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,67,2018,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,112667,4
328673,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,68,2018,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4
328677,6ix9ine,BEBE,3eqOaTqnyb0GEgv6JInG6W,71,2018,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.285,102.062,217822,4
329566,Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,68,2018,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4
329567,Mt. Joy,Dirty Love,2bsC6KLZ6a9v6zdoDkziBL,68,2018,0.774,0.439,5,-7.612,0,0.0364,0.595,0.00127,0.109,0.661,125.085,164627,4
329568,George Ezra,Shotgun,4ofwffwvvnbSkrMSCKQDaC,75,2018,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,201287,4
329569,Gregory Alan Isakov,San Luis,7gDNQLV9cr8449LFrQbk5J,68,2018,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459,272347,4
329570,Ocie Elliott,Down by the Water,4Vutl1Y7OJOBwIqVISNmzL,68,2018,0.611,0.331,4,-12.493,1,0.028,0.93,0.000276,0.117,0.559,95.015,178293,4
329572,flora cash,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,71,2018,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,218883,4
329582,George Ezra,Hold My Girl,42bbDWZ8WmXTH7PkYAlGLu,71,2018,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,211764,4
329601,George Ezra,Paradise,38zwkK6TtTjIW9tpYBfZ3D,66,2018,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,222045,4
329883,Amigdala,Kukira Kau Rumah,1xdp8tXLTGbPeUSEODP9N7,74,2018,0.643,0.275,0,-15.462,1,0.0315,0.939,0.454,0.115,0.603,90.022,206712,4
329900,Hal,L,5zsVcDTZEKISPTCLYiTdwb,76,2018,0.656,0.364,2,-6.877,1,0.0325,0.834,7.67e-05,0.0982,0.487,152.959,220852,4
331232,Videoclub,Amour plastique,7M3HuQRRAm1QD4kftmq0bb,66,2018,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,227027,4
331242,Marwa Loud,Bad boy,0RE4crnT3jRms1xxVlEZx2,67,2018,0.796,0.496,9,-8.165,0,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,187844,4
331291,Lomepal,Trop beau,4WB9OeauHXnGOMUK4s80gM,69,2018,0.748,0.66,4,-6.034,0,0.0404,0.295,5.56e-06,0.0883,0.324,123.902,244587,4
331351,Dinos,Placebo,17jlkHSNHFu1zUuu8QZyOW,68,2018,0.792,0.438,6,-9.076,0,0.114,0.132,3.88e-05,0.0963,0.292,138.005,190253,4
331379,Damso,Feu de bois,4L0Iwsk1s8cbdBcEgdm8K5,66,2018,0.789,0.633,2,-6.269,1,0.0734,0.256,1.31e-06,0.092,0.262,138.097,183307,4
331406,Lomepal,Évidemment,43yYuYeSOOupBHOkH9pRtF,66,2018,0.64,0.715,10,-7.041,0,0.0945,0.675,6.26e-05,0.115,0.397,92.878,198640,4
331997,MC L da Vinte,Parado no Bailão,3Hb9kUdm4yf839Fle4RIdT,78,2018,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,171692,5
332073,Mc Kevin,Cavalo de Tróia,73BxcpQnUWiipj7enBaS4v,66,2018,0.897,0.554,1,-5.25,0,0.055,0.25,0.0,0.115,0.449,120.088,162067,4
333577,Bonez MC,500 PS,4UOXo3xWnxYdTf3sFyRaUG,66,2018,0.805,0.924,7,-5.883,0,0.0439,0.391,0.00448,0.0902,0.836,139.976,181971,4
334252,Gabriela Rocha,Lugar Secreto,7Dp0unlUzhQtk60rVq5mMC,66,2018,0.309,0.613,9,-8.119,0,0.0375,0.146,0.00136,0.0811,0.147,137.38,422333,4
340886,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,82,2018,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
340887,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,83,2018,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
340888,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,81,2018,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
340889,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,80,2018,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4
340890,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,80,2018,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
340891,21 Savage,ball w/o you,50a8bKqlwDEqeiEknrzkTO,79,2018,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,195047,4
340892,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,83,2018,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
340893,Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,77,2018,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,153800,4
340894,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,77,2018,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
340895,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,77,2018,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
340896,Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,77,2018,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421,4
340897,Mac Miller,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,77,2018,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733,4
340898,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,74,2018,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4
340899,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,73,2018,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,200310,4
340900,Playboi Carti,R.I.P.,3L0IKstjUgDFVQAbQIRZRv,76,2018,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,192027,4
340901,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,76,2018,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
340902,Playboi Carti,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,75,2018,0.657,0.668,2,-6.208,1,0.136,0.0273,0.0,0.32,0.227,162.997,206333,4
340903,A$AP Rocky,Sundress,2aPTvyE09vUCRwVvj0I8WK,76,2018,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,158206,4
340904,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,74,2018,0.716,0.541,1,-7.909,1,0.149,0.0021,0.0,0.115,0.387,139.978,247055,4
340905,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,80,2018,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
340906,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,77,2018,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
340907,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,73,2018,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
340908,Playboi Carti,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,73,2018,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,211773,4
340909,Key Glock,Russian Cream,03ThZweiBWFP8tOGsk6QMO,70,2018,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,142498,4
340910,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,73,2018,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
340911,Playboi Carti,Foreign,500l6Cwe40hkPqS7Sf7ufY,71,2018,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,142893,4
340912,Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,73,2018,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4
340913,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,75,2018,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
340914,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,73,2018,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
340915,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,72,2018,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
340916,Future,Fine China,5274I4mUMnYczyeXkGDWZN,71,2018,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
340917,Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,75,2018,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
340918,Key Glock,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,70,2018,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600,4
340919,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,74,2018,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
340920,BlocBoy JB,Look Alive (feat. Drake),6HJ34Zyw6bg8yGm28AxLXf,72,2018,0.918,0.58,10,-7.501,1,0.322,0.00108,6.12e-05,0.106,0.611,139.977,181415,4
340921,Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,73,2018,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4
340922,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,72,2018,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4
340923,The Alchemist,E. Coli (feat. Earl Sweatshirt),3GXSywNvYLAVUCtjMHkKDh,70,2018,0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019,132147,3
340924,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,71,2018,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,210387,4
340925,Drake,Finesse,2WP8G2pdddDmnh1xbfKBOI,73,2018,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080,4
340926,21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,71,2018,0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,205352,4
340927,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,73,2018,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
340928,Lil Yachty,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,70,2018,0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422,139845,4
340929,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,68,2018,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4
340930,JID,151 Rum,22WV03i2lBbwNVCE1g671p,69,2018,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780,4
340931,$uicideboy$,Carrollton,2XSrt1dcuOXPgl3B4bxmBz,69,2018,0.848,0.52,5,-10.663,0,0.501,0.00225,0.000799,0.679,0.304,149.996,203897,4
340932,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,74,2018,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
340933,Young Dolph,Major (feat. Key Glock),3Yt2ph8Ko0JBANpdawzSF2,66,2018,0.907,0.651,6,-5.661,0,0.312,0.0111,0.000433,0.108,0.637,147.026,195547,4
340934,"Tyler, The Creator",Potato Salad,1jzIJcHCXneHw7ojC6LXiF,70,2018,0.538,0.612,2,-6.02,1,0.424,0.308,0.0,0.213,0.684,168.197,182493,4
340935,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,69,2018,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4
340936,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,69,2018,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4
340937,Gunna,Sold Out Dates (feat. Lil Baby),55WLWX71YkHt2tSucNIf1g,69,2018,0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,166368,4
340938,Only The Family,Crazy Story,5i0eJv1DzuyhaYnro4wTKg,68,2018,0.833,0.496,11,-8.827,1,0.436,0.00999,1.99e-05,0.126,0.148,156.932,146752,4
340939,Shoreline Mafia,Nun Major,18pwD0HrweX8oCgIkayRb4,67,2018,0.79,0.518,8,-6.571,1,0.212,0.0936,0.0,0.357,0.487,97.986,151837,4
340940,Takeoff,Casper,1B4gJRq61xTs6r1O0Uq2iY,68,2018,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,197079,4
340941,Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,70,2018,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4
340942,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,67,2018,0.823,0.783,0,-6.274,1,0.154,0.21,0.0,0.113,0.199,141.882,191437,4
340943,Migos,Narcos,0wbnC9AUenxp613TYaJsGK,69,2018,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,255379,4
340944,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,68,2018,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,194732,4
340945,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,69,2018,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4
340946,Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0gV5B7zmJkS1aaH9APokrH,68,2018,0.782,0.633,8,-4.644,1,0.341,0.0355,0.0,0.0615,0.749,150.055,175213,4
340947,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,69,2018,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,4
340948,Playboi Carti,FlatBed Freestyle,5nayhWICkQGMTkisxVMbRw,68,2018,0.755,0.552,9,-5.604,1,0.288,0.0967,0.0,0.158,0.402,153.157,193973,4
340949,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,68,2018,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674,4
340950,Shoreline Mafia,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,67,2018,0.9,0.385,1,-12.189,0,0.435,0.371,0.0,0.142,0.488,99.964,174336,4
340951,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,75,2018,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
340952,Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,69,2018,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,253580,4
340953,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,69,2018,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4
340954,Drake,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,68,2018,0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,205147,4
340955,Childish Gambino,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,68,2018,0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,297404,4
340956,Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,73,2018,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,269554,4
340957,Mac Miller,Ladders,39NDBdU5Xkm5pCFGa5kZtI,70,2018,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4
340958,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,67,2018,0.881,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.953,129547,4
340959,Mac Miller,Jet Fuel,2JmFRXaJrkAUD2cs6U20KG,67,2018,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,345213,4
340960,Takeoff,Last Memory,1fvCggAYrW0VtCljtqv4h2,66,2018,0.854,0.708,1,-5.805,0,0.244,0.175,0.0,0.241,0.172,118.032,162133,4
340961,Mac Miller,What's the Use?,2dgrYdgguVZKeCsrVb9XEs,69,2018,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4
340962,Drake,Jaded,4c2xt1trwYZpMqPWY35Xi9,67,2018,0.764,0.271,0,-5.697,1,0.0414,0.037,0.0,0.175,0.0371,116.019,262453,4
340963,Baby Keem,Baby Keem,6Hmc5Afutf4hcrjnBYNidS,66,2018,0.929,0.653,9,-4.594,1,0.268,0.00166,7.71e-06,0.585,0.525,140.065,127864,4
340964,Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,66,2018,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74,211150,4
340966,KIDS SEE GHOSTS,4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,67,2018,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,4
340967,Nipsey Hussle,Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,67,2018,0.6,0.716,3,-5.554,0,0.384,0.0491,0.0,0.109,0.246,180.165,175040,4
340968,Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x,70,2018,0.739,0.536,1,-6.501,1,0.0587,0.00368,0.0,0.0968,0.193,122.022,236147,4
340970,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,68,2018,0.716,0.729,5,-6.313,1,0.117,0.0991,0.0,0.0842,0.276,131.975,226693,4
340972,Mac Miller,2009,6dFn6my1sHK2bcf23GlHwM,67,2018,0.533,0.496,6,-9.363,0,0.517,0.77,0.000164,0.0969,0.173,155.158,347987,4
340973,Gunna,Top Off,0HCnj7pfrvshnocOJUFeit,66,2018,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,4
340974,Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,67,2018,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,142000,4
340975,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,66,2018,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,324189,4
340976,The Internet,Hold On,5tqZJUHEuqdN12RZVq2l9p,66,2018,0.7,0.414,0,-10.864,1,0.0373,0.849,0.0606,0.107,0.444,60.479,406467,4
340977,Playboi Carti,R.I.P. Fredo (feat. Young Nudy) - Notice Me,45Ln3F9PRPYTXBcMFkZMzS,66,2018,0.912,0.755,2,-5.394,1,0.141,0.102,0.0,0.179,0.625,140.051,161200,4
340978,$uicideboy$,Coma,73hmZZ7HyLgUQj2DaybfBb,66,2018,0.689,0.781,8,-4.97,1,0.052,0.0178,0.00226,0.618,0.562,119.939,137772,4
340979,Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,66,2018,0.755,0.594,7,-5.906,1,0.216,0.241,0.0,0.107,0.237,178.929,238053,4
340981,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,66,2018,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,214467,4
340982,Drake,Can’t Take A Joke,1dUHF4RyMmMTveJ0Rby6Xm,67,2018,0.761,0.598,10,-7.249,0,0.182,0.126,0.0,0.0839,0.446,173.897,163974,4
340983,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,66,2018,0.743,0.87,1,-2.188,1,0.212,0.0595,0.0,0.299,0.884,99.079,194184,4
340984,NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,68,2018,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,195053,4
340987,Playboi Carti,Lean 4 Real (feat. Skepta),1JgkiUg9mSXSwcb5Gbi4Ur,66,2018,0.754,0.775,7,-5.077,1,0.066,0.0302,0.0,0.362,0.159,76.01,177027,4
340992,Logic,Ballin,17N5FdRwJuv3UXQ7MHnbhF,68,2018,0.737,0.854,3,-6.414,0,0.221,0.0475,0.0,0.0905,0.65,150.621,166080,4
341001,Cosculluela,Madura,5n2XTRsYFlZwNBp06KAjDX,76,2018,0.794,0.546,11,-7.729,1,0.314,0.132,1.58e-06,0.139,0.759,175.96,190996,4
341003,Migos,Notice Me,3OnOomd79OjqSYHchCQ6ht,66,2018,0.793,0.344,6,-9.757,1,0.357,0.112,1.68e-06,0.15,0.45,166.105,233880,4
341008,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,67,2018,0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,245787,4
341011,Logic,Everyday,4EAV2cKiqKP5UPZmY6dejk,66,2018,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747,4
341014,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),3vWzyGTu6Ovo1GdrcJqH6e,67,2018,0.443,0.623,0,-6.717,0,0.0718,0.0468,0.0,0.247,0.156,79.365,233000,4
341016,Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,66,2018,0.939,0.551,1,-9.126,1,0.291,0.0311,0.0,0.192,0.42,118.552,337941,4
341033,Jacquees,You,01jIO8SJFnpSiNLH1JaBZ5,66,2018,0.735,0.453,8,-8.264,0,0.0602,0.413,0.0,0.104,0.335,115.002,217387,4
341036,88rising,Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,66,2018,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,280842,4
341050,DJ Luian,La Ocasión,20pJKlNIU3J1CrvhBr1kQ8,72,2018,0.739,0.627,9,-6.063,0,0.128,0.293,0.0,0.477,0.251,134.045,336149,4
